Sexo;Comunidad autónoma y provincia de residencia;País de nacionalidad;Unidades de medida;Total
Mujeres;15 Coruña, A;Tailandia;Edad media;43,83
Mujeres;15 Coruña, A;Turquía;Edad media;29,33
Mujeres;15 Coruña, A;Vietnam;Edad media;22,18
Mujeres;15 Coruña, A;Kazajstán;Edad media;31,86
Mujeres;15 Coruña, A;Otros países de Asia;Edad media;30,57
Mujeres;15 Coruña, A;Australia;Edad media;43,01
Mujeres;15 Coruña, A;Apátridas;Edad media;36,43
Mujeres;15 Coruña, A;Otros países de Oceanía;Edad media;35,49
Mujeres;27 Lugo;Total;Edad media;51,6
Mujeres;27 Lugo;Albania;Edad media;34,13
Mujeres;27 Lugo;Austria;Edad media;23,86
Mujeres;27 Lugo;Bélgica;Edad media;36,24
Mujeres;27 Lugo;Bulgaria;Edad media;38,43
Mujeres;27 Lugo;Dinamarca;Edad media;64,56
Mujeres;27 Lugo;España;Edad media;52,41
Mujeres;27 Lugo;Finlandia;Edad media;56,28
Mujeres;27 Lugo;Francia;Edad media;50,36
Mujeres;27 Lugo;Grecia;Edad media;42,44
Mujeres;27 Lugo;Hungría;Edad media;43,08
Mujeres;27 Lugo;Irlanda;Edad media;53,1
Mujeres;27 Lugo;Italia;Edad media;41,9
Mujeres;27 Lugo;Noruega;Edad media;46,22
Mujeres;27 Lugo;Países Bajos;Edad media;45,6
Mujeres;27 Lugo;Polonia;Edad media;40,78
Mujeres;27 Lugo;Portugal;Edad media;43,18
Mujeres;27 Lugo;Andorra;Edad media;26,79
Mujeres;27 Lugo;Reino Unido;Edad media;49,9
Mujeres;27 Lugo;Alemania;Edad media;48,58
Mujeres;27 Lugo;Rumanía;Edad media;31,22
Mujeres;27 Lugo;Suecia;Edad media;44,01
Mujeres;27 Lugo;Suiza;Edad media;50,97
Mujeres;27 Lugo;Ucrania;Edad media;32,29
Mujeres;27 Lugo;Letonia;Edad media;0
Mujeres;27 Lugo;Moldavia;Edad media;30,53
Mujeres;27 Lugo;Belarús;Edad media;51,46
Mujeres;27 Lugo;Georgia;Edad media;18,33
Mujeres;27 Lugo;Estonia;Edad media;0
Mujeres;27 Lugo;Lituania;Edad media;37,04
Mujeres;27 Lugo;República Checa;Edad media;36,79
Mujeres;27 Lugo;República Eslovaca;Edad media;51,83
Mujeres;27 Lugo;Croacia;Edad media;50,38
Mujeres;27 Lugo;Armenia;Edad media;35,3
Mujeres;27 Lugo;Rusia;Edad media;38,47
Mujeres;27 Lugo;Serbia;Edad media;26,27
Mujeres;27 Lugo;Otros países de Europa;Edad media;33,69
Mujeres;27 Lugo;Angola;Edad media;43,99
Mujeres;27 Lugo;Argelia;Edad media;24,01
Mujeres;27 Lugo;Cabo Verde;Edad media;33,53
Mujeres;27 Lugo;Camerún;Edad media;0
Mujeres;27 Lugo;Costa de Marfil;Edad media;33,07
Mujeres;27 Lugo;Egipto;Edad media;0
Mujeres;27 Lugo;Etiopía;Edad media;32,05
Mujeres;27 Lugo;Gambia;Edad media;0
Mujeres;27 Lugo;Ghana;Edad media;30,16
Mujeres;27 Lugo;Guinea;Edad media;21,64
Mujeres;27 Lugo;Guinea-Bissau;Edad media;20,36
Mujeres;27 Lugo;Guinea Ecuatorial;Edad media;32,49
Mujeres;27 Lugo;Mali;Edad media;21,78
Mujeres;27 Lugo;Marruecos;Edad media;27,68
Mujeres;27 Lugo;Mauritania;Edad media;42,87
Mujeres;27 Lugo;Nigeria;Edad media;32,75
Mujeres;27 Lugo;Sudáfrica;Edad media;0
Mujeres;27 Lugo;Senegal;Edad media;23,52
Mujeres;27 Lugo;Túnez;Edad media;0
Mujeres;27 Lugo;Otros países de África;Edad media;33,42
Mujeres;27 Lugo;Canadá;Edad media;57,75
Mujeres;27 Lugo;Estados Unidos de América;Edad media;45,08
Mujeres;27 Lugo;México;Edad media;35,16
Mujeres;27 Lugo;Costa Rica;Edad media;36
Mujeres;27 Lugo;Cuba;Edad media;39,73
Mujeres;27 Lugo;El Salvador;Edad media;31,12
Mujeres;27 Lugo;Guatemala;Edad media;35,07
Mujeres;27 Lugo;Honduras;Edad media;32,81
Mujeres;27 Lugo;Nicaragua;Edad media;33,05
Mujeres;27 Lugo;Panamá;Edad media;31,13
Mujeres;27 Lugo;República Dominicana;Edad media;35,07
Mujeres;27 Lugo;Argentina;Edad media;43,72
Mujeres;27 Lugo;Bolivia;Edad media;36,73
Mujeres;27 Lugo;Brasil;Edad media;36,58
Mujeres;27 Lugo;Colombia;Edad media;36,61
Mujeres;27 Lugo;Chile;Edad media;35,12
Mujeres;27 Lugo;Ecuador;Edad media;37,1
Mujeres;27 Lugo;Paraguay;Edad media;33,96
Mujeres;27 Lugo;Perú;Edad media;36,82
Mujeres;27 Lugo;Uruguay;Edad media;39,24
Mujeres;27 Lugo;Venezuela;Edad media;38,57
Mujeres;27 Lugo;Otros países de América;Edad media;38,63
Mujeres;27 Lugo;Bangladesh;Edad media;31,15
Mujeres;27 Lugo;China;Edad media;29,63
Mujeres;27 Lugo;Filipinas;Edad media;36,7
Mujeres;27 Lugo;India;Edad media;27
Mujeres;27 Lugo;Indonesia;Edad media;32,94
Mujeres;27 Lugo;Iraq;Edad media;0
Mujeres;27 Lugo;Irán;Edad media;48,15
Mujeres;27 Lugo;Israel;Edad media;54,31
Mujeres;27 Lugo;Japón;Edad media;38,12
Mujeres;27 Lugo;Jordania;Edad media;0
Mujeres;27 Lugo;Líbano;Edad media;30,68
Mujeres;27 Lugo;Nepal;Edad media;0
Mujeres;27 Lugo;Pakistán;Edad media;30,53
Mujeres;27 Lugo;Corea;Edad media;30,02
Mujeres;27 Lugo;Siria;Edad media;16,11
Mujeres;27 Lugo;Tailandia;Edad media;48,9
Mujeres;27 Lugo;Turquía;Edad media;38,73
Mujeres;27 Lugo;Vietnam;Edad media;0
Mujeres;27 Lugo;Kazajstán;Edad media;0
Mujeres;27 Lugo;Otros países de Asia;Edad media;33,82
Mujeres;27 Lugo;Australia;Edad media;41,8
Mujeres;27 Lugo;Apátridas;Edad media;38,54
Mujeres;27 Lugo;Otros países de Oceanía;Edad media;0
Mujeres;32 Ourense;Total;Edad media;52,52
Mujeres;32 Ourense;Albania;Edad media;36,79
Mujeres;32 Ourense;Austria;Edad media;38,02
Mujeres;32 Ourense;Bélgica;Edad media;54,27
Mujeres;32 Ourense;Bulgaria;Edad media;39,72
Mujeres;32 Ourense;Dinamarca;Edad media;56,94
Mujeres;32 Ourense;España;Edad media;53,23
Mujeres;32 Ourense;Finlandia;Edad media;39,28
Mujeres;32 Ourense;Francia;Edad media;48
Mujeres;32 Ourense;Grecia;Edad media;48,19
Mujeres;32 Ourense;Hungría;Edad media;53,26
Mujeres;32 Ourense;Irlanda;Edad media;36,86
Mujeres;32 Ourense;Italia;Edad media;41,86
Mujeres;32 Ourense;Noruega;Edad media;70,19
Mujeres;32 Ourense;Países Bajos;Edad media;52,75
Mujeres;32 Ourense;Polonia;Edad media;40,19
Mujeres;32 Ourense;Portugal;Edad media;46,9
Mujeres;32 Ourense;Andorra;Edad media;20,28
Mujeres;32 Ourense;Reino Unido;Edad media;45,47
Mujeres;32 Ourense;Alemania;Edad media;52,64
Mujeres;32 Ourense;Rumanía;Edad media;33,08
Mujeres;32 Ourense;Suecia;Edad media;52,07
Mujeres;32 Ourense;Suiza;Edad media;58,75
Mujeres;32 Ourense;Ucrania;Edad media;51,41
Mujeres;32 Ourense;Letonia;Edad media;45,32
Mujeres;32 Ourense;Moldavia;Edad media;45,78
Mujeres;32 Ourense;Belarús;Edad media;40,87
Mujeres;32 Ourense;Georgia;Edad media;27,8
Mujeres;32 Ourense;Estonia;Edad media;0
Mujeres;32 Ourense;Lituania;Edad media;43,72
Mujeres;32 Ourense;República Checa;Edad media;32,89
Mujeres;32 Ourense;República Eslovaca;Edad media;38,76
Mujeres;32 Ourense;Croacia;Edad media;52,25
Mujeres;32 Ourense;Armenia;Edad media;34,87
Mujeres;32 Ourense;Rusia;Edad media;42,04
Mujeres;32 Ourense;Serbia;Edad media;30,66
Mujeres;32 Ourense;Otros países de Europa;Edad media;40,47
Mujeres;32 Ourense;Angola;Edad media;41,35
Mujeres;32 Ourense;Argelia;Edad media;35,2
Mujeres;32 Ourense;Cabo Verde;Edad media;30,79
Mujeres;32 Ourense;Camerún;Edad media;24,38
Mujeres;32 Ourense;Costa de Marfil;Edad media;34,1
Mujeres;32 Ourense;Egipto;Edad media;26,87
Mujeres;32 Ourense;Etiopía;Edad media;0
Mujeres;32 Ourense;Gambia;Edad media;0
Mujeres;32 Ourense;Ghana;Edad media;18,44
Mujeres;32 Ourense;Guinea;Edad media;19,77
Mujeres;32 Ourense;Guinea-Bissau;Edad media;34,17
Mujeres;32 Ourense;Guinea Ecuatorial;Edad media;27,55
Mujeres;32 Ourense;Mali;Edad media;0
Mujeres;32 Ourense;Marruecos;Edad media;29,93
Mujeres;32 Ourense;Mauritania;Edad media;36,19
Mujeres;32 Ourense;Nigeria;Edad media;28,9
Mujeres;32 Ourense;Sudáfrica;Edad media;0
Mujeres;32 Ourense;Senegal;Edad media;28,72
Mujeres;32 Ourense;Túnez;Edad media;23,83
Mujeres;32 Ourense;Otros países de África;Edad media;32,56
Mujeres;32 Ourense;Canadá;Edad media;39,83
Mujeres;32 Ourense;Estados Unidos de América;Edad media;42,34
Mujeres;32 Ourense;México;Edad media;38,16
Mujeres;32 Ourense;Costa Rica;Edad media;33,17
Mujeres;32 Ourense;Cuba;Edad media;40,02
Mujeres;32 Ourense;El Salvador;Edad media;32,14
Mujeres;32 Ourense;Guatemala;Edad media;26,59
Mujeres;32 Ourense;Honduras;Edad media;29,41
Mujeres;32 Ourense;Nicaragua;Edad media;32,85
Mujeres;32 Ourense;Panamá;Edad media;40,83
Mujeres;32 Ourense;República Dominicana;Edad media;33,81
Mujeres;32 Ourense;Argentina;Edad media;47,14
Mujeres;32 Ourense;Bolivia;Edad media;40,76
Mujeres;32 Ourense;Brasil;Edad media;38,02
Mujeres;32 Ourense;Colombia;Edad media;37,72
Mujeres;32 Ourense;Chile;Edad media;41,72
Mujeres;32 Ourense;Ecuador;Edad media;41,17
Mujeres;32 Ourense;Paraguay;Edad media;34,08
Mujeres;32 Ourense;Perú;Edad media;37,47
Mujeres;32 Ourense;Uruguay;Edad media;51,5
Mujeres;32 Ourense;Venezuela;Edad media;38,56
Mujeres;32 Ourense;Otros países de América;Edad media;41,68
Mujeres;32 Ourense;Bangladesh;Edad media;0
Mujeres;32 Ourense;China;Edad media;32,01
Mujeres;32 Ourense;Filipinas;Edad media;32,58
Mujeres;32 Ourense;India;Edad media;29,65
Mujeres;32 Ourense;Indonesia;Edad media;34,85
Mujeres;32 Ourense;Iraq;Edad media;0
Mujeres;32 Ourense;Irán;Edad media;0
Mujeres;32 Ourense;Israel;Edad media;0
Mujeres;32 Ourense;Japón;Edad media;44,42
Mujeres;32 Ourense;Jordania;Edad media;47,22
Mujeres;32 Ourense;Líbano;Edad media;0
Mujeres;32 Ourense;Nepal;Edad media;50,49
Mujeres;32 Ourense;Pakistán;Edad media;23,93
Mujeres;32 Ourense;Corea;Edad media;27,61
Mujeres;32 Ourense;Siria;Edad media;19,75
Mujeres;32 Ourense;Tailandia;Edad media;41,37
Mujeres;32 Ourense;Turquía;Edad media;27,87
Mujeres;32 Ourense;Vietnam;Edad media;0
Mujeres;32 Ourense;Kazajstán;Edad media;0
Mujeres;32 Ourense;Otros países de Asia;Edad media;37,4
Mujeres;32 Ourense;Australia;Edad media;66,55
Mujeres;32 Ourense;Apátridas;Edad media;0
Mujeres;32 Ourense;Otros países de Oceanía;Edad media;33,44
Mujeres;36 Pontevedra;Total;Edad media;47,73
Mujeres;36 Pontevedra;Albania;Edad media;40,61
Mujeres;36 Pontevedra;Austria;Edad media;50,17
Mujeres;36 Pontevedra;Bélgica;Edad media;50,72
Mujeres;36 Pontevedra;Bulgaria;Edad media;38,1
Mujeres;36 Pontevedra;Dinamarca;Edad media;45,65
Mujeres;36 Pontevedra;España;Edad media;48,12
Mujeres;36 Pontevedra;Finlandia;Edad media;41,63
Mujeres;36 Pontevedra;Francia;Edad media;44,7
Mujeres;36 Pontevedra;Grecia;Edad media;41,78
Mujeres;36 Pontevedra;Hungría;Edad media;37,32
Mujeres;36 Pontevedra;Irlanda;Edad media;39,4
Mujeres;36 Pontevedra;Italia;Edad media;40,89
Mujeres;36 Pontevedra;Noruega;Edad media;42,87
Mujeres;36 Pontevedra;Países Bajos;Edad media;50,83
Mujeres;36 Pontevedra;Polonia;Edad media;36,4
Mujeres;36 Pontevedra;Portugal;Edad media;44,62
Mujeres;36 Pontevedra;Andorra;Edad media;25,56
Mujeres;36 Pontevedra;Reino Unido;Edad media;43,08
Mujeres;36 Pontevedra;Alemania;Edad media;46,44
Mujeres;36 Pontevedra;Rumanía;Edad media;34,08
Mujeres;36 Pontevedra;Suecia;Edad media;42,04
Mujeres;36 Pontevedra;Suiza;Edad media;51,94
Mujeres;36 Pontevedra;Ucrania;Edad media;38,1
Mujeres;36 Pontevedra;Letonia;Edad media;40,44
Mujeres;36 Pontevedra;Moldavia;Edad media;36,13
Mujeres;36 Pontevedra;Belarús;Edad media;37,28
Mujeres;36 Pontevedra;Georgia;Edad media;32,08
Mujeres;36 Pontevedra;Estonia;Edad media;31,91
Mujeres;36 Pontevedra;Lituania;Edad media;41,12
Mujeres;36 Pontevedra;República Checa;Edad media;38,93
Mujeres;36 Pontevedra;República Eslovaca;Edad media;33,46
Mujeres;36 Pontevedra;Croacia;Edad media;39,42
Mujeres;36 Pontevedra;Armenia;Edad media;49,96
Mujeres;36 Pontevedra;Rusia;Edad media;39,69
Mujeres;36 Pontevedra;Serbia;Edad media;32,57
Mujeres;36 Pontevedra;Otros países de Europa;Edad media;42,75
Mujeres;36 Pontevedra;Angola;Edad media;33
Mujeres;36 Pontevedra;Argelia;Edad media;26,02
Mujeres;36 Pontevedra;Cabo Verde;Edad media;29,17
Mujeres;36 Pontevedra;Camerún;Edad media;30,56
Mujeres;36 Pontevedra;Costa de Marfil;Edad media;36,87
Mujeres;36 Pontevedra;Egipto;Edad media;34,24
Mujeres;36 Pontevedra;Etiopía;Edad media;35,36
Mujeres;36 Pontevedra;Gambia;Edad media;57,04
Mujeres;36 Pontevedra;Ghana;Edad media;32,39
Mujeres;36 Pontevedra;Guinea;Edad media;32,5
Mujeres;36 Pontevedra;Guinea-Bissau;Edad media;0
Mujeres;36 Pontevedra;Guinea Ecuatorial;Edad media;27,44
Mujeres;36 Pontevedra;Mali;Edad media;19,11
Mujeres;36 Pontevedra;Marruecos;Edad media;31,38
Mujeres;36 Pontevedra;Mauritania;Edad media;27
Mujeres;36 Pontevedra;Nigeria;Edad media;33,03
Mujeres;36 Pontevedra;Sudáfrica;Edad media;34,37
Mujeres;36 Pontevedra;Senegal;Edad media;30,48
Mujeres;36 Pontevedra;Túnez;Edad media;23,32
Mujeres;36 Pontevedra;Otros países de África;Edad media;37,36
Mujeres;36 Pontevedra;Canadá;Edad media;41,88
Mujeres;36 Pontevedra;Estados Unidos de América;Edad media;44,87
Mujeres;36 Pontevedra;México;Edad media;38
Mujeres;36 Pontevedra;Costa Rica;Edad media;35,33
Mujeres;36 Pontevedra;Cuba;Edad media;42,26
Mujeres;36 Pontevedra;El Salvador;Edad media;31,2
Mujeres;36 Pontevedra;Guatemala;Edad media;32,24
Mujeres;36 Pontevedra;Honduras;Edad media;34,33
Mujeres;36 Pontevedra;Nicaragua;Edad media;34,05
Mujeres;36 Pontevedra;Panamá;Edad media;38,33
Mujeres;36 Pontevedra;República Dominicana;Edad media;34,72
Mujeres;36 Pontevedra;Argentina;Edad media;44,34
Mujeres;36 Pontevedra;Bolivia;Edad media;34,78
Mujeres;36 Pontevedra;Brasil;Edad media;37,44
Mujeres;36 Pontevedra;Colombia;Edad media;37,31
Mujeres;36 Pontevedra;Chile;Edad media;43,77
Mujeres;36 Pontevedra;Ecuador;Edad media;37,39
Mujeres;36 Pontevedra;Paraguay;Edad media;36,1
Mujeres;36 Pontevedra;Perú;Edad media;36,6
Mujeres;36 Pontevedra;Uruguay;Edad media;42,82
Mujeres;36 Pontevedra;Venezuela;Edad media;38,44
Mujeres;36 Pontevedra;Otros países de América;Edad media;42,76
Mujeres;36 Pontevedra;Bangladesh;Edad media;29,75
Mujeres;36 Pontevedra;China;Edad media;32,7
Mujeres;36 Pontevedra;Filipinas;Edad media;39,22
Mujeres;36 Pontevedra;India;Edad media;35,46
Mujeres;36 Pontevedra;Indonesia;Edad media;38,54
Mujeres;36 Pontevedra;Iraq;Edad media;28,85
Mujeres;36 Pontevedra;Irán;Edad media;34,65
Mujeres;36 Pontevedra;Israel;Edad media;46,31
Mujeres;36 Pontevedra;Japón;Edad media;41,23
Mujeres;36 Pontevedra;Jordania;Edad media;41,58
Mujeres;36 Pontevedra;Líbano;Edad media;42,12
Mujeres;36 Pontevedra;Nepal;Edad media;25,35
Mujeres;36 Pontevedra;Pakistán;Edad media;25,84
Mujeres;36 Pontevedra;Corea;Edad media;41,97
Mujeres;36 Pontevedra;Siria;Edad media;28,62
Mujeres;36 Pontevedra;Tailandia;Edad media;49,03
Mujeres;36 Pontevedra;Turquía;Edad media;31,16
Mujeres;36 Pontevedra;Vietnam;Edad media;23,15
Mujeres;36 Pontevedra;Kazajstán;Edad media;35,52
Mujeres;36 Pontevedra;Otros países de Asia;Edad media;33,51
Mujeres;36 Pontevedra;Australia;Edad media;53,47
Mujeres;36 Pontevedra;Apátridas;Edad media;37,7
Mujeres;36 Pontevedra;Otros países de Oceanía;Edad media;43,72
Mujeres;13 Madrid, Comunidad de;Total;Edad media;44,13
Mujeres;13 Madrid, Comunidad de;Albania;Edad media;37,68
Mujeres;13 Madrid, Comunidad de;Austria;Edad media;41,11
Mujeres;13 Madrid, Comunidad de;Bélgica;Edad media;40,11
Mujeres;13 Madrid, Comunidad de;Bulgaria;Edad media;41,9
Mujeres;13 Madrid, Comunidad de;Dinamarca;Edad media;41,73
Mujeres;13 Madrid, Comunidad de;España;Edad media;45,43
Mujeres;13 Madrid, Comunidad de;Finlandia;Edad media;40,39
Mujeres;13 Madrid, Comunidad de;Francia;Edad media;37,17
Mujeres;13 Madrid, Comunidad de;Grecia;Edad media;35,52
Mujeres;13 Madrid, Comunidad de;Hungría;Edad media;35,93
Mujeres;13 Madrid, Comunidad de;Irlanda;Edad media;39,92
Mujeres;13 Madrid, Comunidad de;Italia;Edad media;36,81
Mujeres;13 Madrid, Comunidad de;Noruega;Edad media;35,13
Mujeres;13 Madrid, Comunidad de;Países Bajos;Edad media;39,71
Mujeres;13 Madrid, Comunidad de;Polonia;Edad media;38,89
Mujeres;13 Madrid, Comunidad de;Portugal;Edad media;38,12
Mujeres;13 Madrid, Comunidad de;Andorra;Edad media;42,97
Mujeres;13 Madrid, Comunidad de;Reino Unido;Edad media;39,25
Mujeres;13 Madrid, Comunidad de;Alemania;Edad media;41,57
Mujeres;13 Madrid, Comunidad de;Rumanía;Edad media;36,08
Mujeres;13 Madrid, Comunidad de;Suecia;Edad media;41,01
Mujeres;13 Madrid, Comunidad de;Suiza;Edad media;41,41
Mujeres;13 Madrid, Comunidad de;Ucrania;Edad media;41,59
Mujeres;13 Madrid, Comunidad de;Letonia;Edad media;36,52
Mujeres;13 Madrid, Comunidad de;Moldavia;Edad media;35,25
Mujeres;13 Madrid, Comunidad de;Belarús;Edad media;38,7
Mujeres;13 Madrid, Comunidad de;Georgia;Edad media;39,1
Mujeres;13 Madrid, Comunidad de;Estonia;Edad media;35,19
Mujeres;13 Madrid, Comunidad de;Lituania;Edad media;32,36
Mujeres;13 Madrid, Comunidad de;República Checa;Edad media;34,96
Mujeres;13 Madrid, Comunidad de;República Eslovaca;Edad media;36,59
Mujeres;13 Madrid, Comunidad de;Croacia;Edad media;34,76
Mujeres;13 Madrid, Comunidad de;Armenia;Edad media;38,32
Mujeres;13 Madrid, Comunidad de;Rusia;Edad media;39,81
Mujeres;13 Madrid, Comunidad de;Serbia;Edad media;36,56
Mujeres;13 Madrid, Comunidad de;Otros países de Europa;Edad media;34,96
Mujeres;13 Madrid, Comunidad de;Angola;Edad media;37,09
Mujeres;13 Madrid, Comunidad de;Argelia;Edad media;33,51
Mujeres;13 Madrid, Comunidad de;Cabo Verde;Edad media;40,03
Mujeres;13 Madrid, Comunidad de;Camerún;Edad media;30,89
Mujeres;13 Madrid, Comunidad de;Costa de Marfil;Edad media;29,43
Mujeres;13 Madrid, Comunidad de;Egipto;Edad media;29,97
Mujeres;13 Madrid, Comunidad de;Etiopía;Edad media;37,8
Mujeres;13 Madrid, Comunidad de;Gambia;Edad media;28,27
Mujeres;13 Madrid, Comunidad de;Ghana;Edad media;32,22
Mujeres;13 Madrid, Comunidad de;Guinea;Edad media;28,14
Mujeres;13 Madrid, Comunidad de;Guinea-Bissau;Edad media;34,36
Mujeres;13 Madrid, Comunidad de;Guinea Ecuatorial;Edad media;33,19
Mujeres;13 Madrid, Comunidad de;Mali;Edad media;22,27
Mujeres;13 Madrid, Comunidad de;Marruecos;Edad media;32,1
Mujeres;13 Madrid, Comunidad de;Mauritania;Edad media;28,92
Mujeres;13 Madrid, Comunidad de;Nigeria;Edad media;30,1
Mujeres;13 Madrid, Comunidad de;Sudáfrica;Edad media;34,06
Mujeres;13 Madrid, Comunidad de;Senegal;Edad media;30,42
Mujeres;13 Madrid, Comunidad de;Túnez;Edad media;31,85
Mujeres;13 Madrid, Comunidad de;Otros países de África;Edad media;31,57
Mujeres;13 Madrid, Comunidad de;Canadá;Edad media;36,35
Mujeres;13 Madrid, Comunidad de;Estados Unidos de América;Edad media;36,17
Mujeres;13 Madrid, Comunidad de;México;Edad media;35,32
Mujeres;13 Madrid, Comunidad de;Costa Rica;Edad media;33,67
Mujeres;13 Madrid, Comunidad de;Cuba;Edad media;41,1
Mujeres;13 Madrid, Comunidad de;El Salvador;Edad media;31,16
Mujeres;13 Madrid, Comunidad de;Guatemala;Edad media;30,97
Mujeres;13 Madrid, Comunidad de;Honduras;Edad media;31,63
Mujeres;13 Madrid, Comunidad de;Nicaragua;Edad media;33,37
Mujeres;13 Madrid, Comunidad de;Panamá;Edad media;30,78
Mujeres;13 Madrid, Comunidad de;República Dominicana;Edad media;33,78
Mujeres;13 Madrid, Comunidad de;Argentina;Edad media;38,58
Mujeres;13 Madrid, Comunidad de;Bolivia;Edad media;36,68
Mujeres;13 Madrid, Comunidad de;Brasil;Edad media;36,19
Mujeres;13 Madrid, Comunidad de;Colombia;Edad media;36,56
Mujeres;13 Madrid, Comunidad de;Chile;Edad media;37,8
Mujeres;13 Madrid, Comunidad de;Ecuador;Edad media;37,01
Mujeres;13 Madrid, Comunidad de;Paraguay;Edad media;35,96
Mujeres;13 Madrid, Comunidad de;Perú;Edad media;37,76
Mujeres;13 Madrid, Comunidad de;Uruguay;Edad media;41,09
Mujeres;13 Madrid, Comunidad de;Venezuela;Edad media;37,41
Mujeres;13 Madrid, Comunidad de;Otros países de América;Edad media;34,04
Mujeres;13 Madrid, Comunidad de;Bangladesh;Edad media;24,2
Mujeres;13 Madrid, Comunidad de;China;Edad media;32,64
Mujeres;13 Madrid, Comunidad de;Filipinas;Edad media;39,01
Mujeres;13 Madrid, Comunidad de;India;Edad media;33,57
Mujeres;13 Madrid, Comunidad de;Indonesia;Edad media;37,06
Mujeres;13 Madrid, Comunidad de;Iraq;Edad media;34,82
Mujeres;13 Madrid, Comunidad de;Irán;Edad media;37,61
Mujeres;13 Madrid, Comunidad de;Israel;Edad media;33,18
Mujeres;13 Madrid, Comunidad de;Japón;Edad media;45,17
Mujeres;13 Madrid, Comunidad de;Jordania;Edad media;31,25
Mujeres;13 Madrid, Comunidad de;Líbano;Edad media;33,3
Mujeres;13 Madrid, Comunidad de;Nepal;Edad media;29,58
Mujeres;13 Madrid, Comunidad de;Pakistán;Edad media;28,27
Mujeres;13 Madrid, Comunidad de;Corea;Edad media;35,83
Mujeres;13 Madrid, Comunidad de;Siria;Edad media;32,61
Mujeres;13 Madrid, Comunidad de;Tailandia;Edad media;39,46
Mujeres;13 Madrid, Comunidad de;Turquía;Edad media;30,98
Mujeres;13 Madrid, Comunidad de;Vietnam;Edad media;29,2
Mujeres;13 Madrid, Comunidad de;Kazajstán;Edad media;34,13
Mujeres;13 Madrid, Comunidad de;Otros países de Asia;Edad media;32,27
Mujeres;13 Madrid, Comunidad de;Australia;Edad media;37,69
Mujeres;13 Madrid, Comunidad de;Apátridas;Edad media;31,98
Mujeres;13 Madrid, Comunidad de;Otros países de Oceanía;Edad media;39,35
Mujeres;28 Madrid;Total;Edad media;44,13
Mujeres;28 Madrid;Albania;Edad media;37,68
Mujeres;28 Madrid;Austria;Edad media;41,11
Mujeres;28 Madrid;Bélgica;Edad media;40,11
Mujeres;28 Madrid;Bulgaria;Edad media;41,9
Mujeres;28 Madrid;Dinamarca;Edad media;41,73
Mujeres;28 Madrid;España;Edad media;45,43
Mujeres;28 Madrid;Finlandia;Edad media;40,39
Mujeres;28 Madrid;Francia;Edad media;37,17
Mujeres;28 Madrid;Grecia;Edad media;35,52
Mujeres;28 Madrid;Hungría;Edad media;35,93
Mujeres;28 Madrid;Irlanda;Edad media;39,92
Mujeres;28 Madrid;Italia;Edad media;36,81
Mujeres;28 Madrid;Noruega;Edad media;35,13
Mujeres;28 Madrid;Países Bajos;Edad media;39,71
Mujeres;28 Madrid;Polonia;Edad media;38,89
Mujeres;28 Madrid;Portugal;Edad media;38,12
Mujeres;28 Madrid;Andorra;Edad media;42,97
Mujeres;28 Madrid;Reino Unido;Edad media;39,25
Mujeres;28 Madrid;Alemania;Edad media;41,57
Mujeres;28 Madrid;Rumanía;Edad media;36,08
Mujeres;28 Madrid;Suecia;Edad media;41,01
Mujeres;28 Madrid;Suiza;Edad media;41,41
Mujeres;28 Madrid;Ucrania;Edad media;41,59
Mujeres;28 Madrid;Letonia;Edad media;36,52
Mujeres;28 Madrid;Moldavia;Edad media;35,25
Mujeres;28 Madrid;Belarús;Edad media;38,7
Mujeres;28 Madrid;Georgia;Edad media;39,1
Mujeres;28 Madrid;Estonia;Edad media;35,19
Mujeres;28 Madrid;Lituania;Edad media;32,36
Mujeres;28 Madrid;República Checa;Edad media;34,96
Mujeres;28 Madrid;República Eslovaca;Edad media;36,59
Mujeres;28 Madrid;Croacia;Edad media;34,76
Mujeres;28 Madrid;Armenia;Edad media;38,32
Mujeres;28 Madrid;Rusia;Edad media;39,81
Mujeres;28 Madrid;Serbia;Edad media;36,56
Mujeres;28 Madrid;Otros países de Europa;Edad media;34,96
Mujeres;28 Madrid;Angola;Edad media;37,09
Mujeres;28 Madrid;Argelia;Edad media;33,51
Mujeres;28 Madrid;Cabo Verde;Edad media;40,03
Mujeres;28 Madrid;Camerún;Edad media;30,89
Mujeres;28 Madrid;Costa de Marfil;Edad media;29,43
Mujeres;28 Madrid;Egipto;Edad media;29,97
Mujeres;28 Madrid;Etiopía;Edad media;37,8
Mujeres;28 Madrid;Gambia;Edad media;28,27
Mujeres;28 Madrid;Ghana;Edad media;32,22
Mujeres;28 Madrid;Guinea;Edad media;28,14
Mujeres;28 Madrid;Guinea-Bissau;Edad media;34,36
Mujeres;28 Madrid;Guinea Ecuatorial;Edad media;33,19
Mujeres;28 Madrid;Mali;Edad media;22,27
Mujeres;28 Madrid;Marruecos;Edad media;32,1
Mujeres;28 Madrid;Mauritania;Edad media;28,92
Mujeres;28 Madrid;Nigeria;Edad media;30,1
Mujeres;28 Madrid;Sudáfrica;Edad media;34,06
Mujeres;28 Madrid;Senegal;Edad media;30,42
Mujeres;28 Madrid;Túnez;Edad media;31,85
Mujeres;28 Madrid;Otros países de África;Edad media;31,57
